Cor2 Halo,Cor2 Pa,Cor2 Tf,Cor2 Time,Cor2 Ts,Cor2 Type,Cor2 Vmax,Cor2 Vmin,Cor2 Vsigma,Cor2 V,Cor2 Width,Document Index (generated),Fl Endtime,Fl Goes,Fl Loc,Fl Peaktime,Fl Starttime,Fl Tf,Fl Ts,Fl Type,Hel Id,Hi Pan,Hi Pas,Hi Sc,Hi Time,Number of Records per fcast.json,Number of Records,Smart Bipolesep,Smart Bmax,Smart Bmean,Smart Bmin,Smart Frcflx,Smart Hglatlon,Smart Limb,Smart Negarea,Smart Negflx,Smart Posarea,Smart Posflx,Smart Psllen,Smart Rvalue,Smart Time,Smart Totarea,Smart Totflx,Smart Wlsg,Srs Area,Srs Hale,Srs Ll,Srs Loc,Srs Mcintosh,Srs Nn,Srs No,Srs Time,Abs Neg Dedt In,Abs Neg Dedt Sh,Abs Neg Dhdt In,Abs Neg Dhdt Sh,Abs Tot Dedt,Abs Tot Dedt In,Abs Tot Dedt In Plus Sh,Abs Tot Dedt Sh,Abs Tot Dhdt,Abs Tot Dhdt In,Abs Tot Dhdt In Plus Sh,Abs Tot Dhdt Sh,Alpha,ave (FC data.sharp kw.hgradbh),ave (FC data.sharp kw.hz),ave (FC data.sharp kw.jz),ave (FC data.sharp kw.usflux),ave (FC data.sharp kw.ushz),ave (FC data.sharp kw.usiz),Fc Data Q,Fit R,Ising Energy,kurtosis (FC data.sharp kw.hgradbh),kurtosis (FC data.sharp kw.hz),kurtosis (FC data.sharp kw.jz),kurtosis (FC data.sharp kw.usflux),kurtosis (FC data.sharp kw.ushz),kurtosis (FC data.sharp kw.usiz),L Over Min Hmin,L Over Minhmin,Lmax Over Hmin,max (FC data.sharp kw.hgradbh),max (FC data.sharp kw.hz),max (FC data.sharp kw.jz),max (FC data.sharp kw.usflux),max (FC data.sharp kw.ushz),max (FC data.sharp kw.usiz),Max L Over Hmin,Maxl Over Hmin,median (FC data.sharp kw.hgradbh),median (FC data.sharp kw.hz),median (FC data.sharp kw.jz),median (FC data.sharp kw.usflux),median (FC data.sharp kw.ushz),median (FC data.sharp kw.usiz),Num Neg,Num Pos,Pos Dedt In,Pos Dedt Sh,Pos Dhdt In,Pos Dhdt Sh,R Value Blos Logr,R Value Br Logr,Sigma,skewness (FC data.sharp kw.hgradbh),skewness (FC data.sharp kw.hz),skewness (FC data.sharp kw.jz),skewness (FC data.sharp kw.usflux),skewness (FC data.sharp kw.ushz),skewness (FC data.sharp kw.usiz),stddev (FC data.sharp kw.hgradbh),stddev (FC data.sharp kw.hz),stddev (FC data.sharp kw.jz),stddev (FC data.sharp kw.usflux),stddev (FC data.sharp kw.ushz),stddev (FC data.sharp kw.usiz),Tot L Over Hmin,Tot Len Pil,Tot Uns Dedt,Tot Uns Dedt In,Tot Uns Dedt Sh,Tot Uns Dhdt,Tot Uns Dhdt In,Tot Uns Dhdt Sh,total (FC data.sharp kw.hgradbh),total (FC data.sharp kw.hz),total (FC data.sharp kw.jz),total (FC data.sharp kw.usflux),total (FC data.sharp kw.ushz),total (FC data.sharp kw.usiz),Value Int,Value Tot
IV,21,51:42.0,54:00.0,16:00.0,CME,1388,113,390,781,236,483,00:40.0,,N07W27,53:58.0,52:32.0,32:16.9,27:07.5,hessi,HCME_A__20130517_01,20,120,A,09:00.0,1,1,92.13433838,1465.378784,-3.803625107,-1277.233887,0.051591456,N04W24, ,182.6265259,2.77E+21,216.3701172,3.68E+21,49.61336136,25987.96289,46:23.1,398.9966125,1.78E+22,21727.3418,70,Beta,12,N05W12,Cao,23,1744,30:00.0,343.8623657,596.7461548,38.98894882,94.72490692,918.7119141,334.5921631,,584.119751,24.14823151,2.823009491,24.14823532,21.32522583,-1.479794383,162.7038116,0.00074099,0.296214372,4.93E+17,0.044914044,1129996160,0,-0.994521916,13761.48828,17.33276939,116.6977386,19.4213047,#NAME?,159.6292114,#NAME?,,0.666666627,,1803.297485,2.866036892,207.4089508,2.89E+18,2.866036892,27544825856,0.666666627,0.666666627,134.9639435,-0.000412782,0.375588417,4.04E+17,0.021448674,856076800,23514,19834,9.270205498,12.62642574,36.16593933,73.39968109,4.10157156,3.892299175,0.019595189,2.75378871,5.716686249,0.322162092,#NAME?,9.803069115,4.800414085,122.2829819,0.102740943,12.21036911,Infinity,0.09240675,1163692928,1.680994868,183,962.505127,353.1325684,609.3725586,243.27948,75.15489197,168.124588,5065458,23.06924248,9222.041992,1.53E+22,1398.30896,3.51802E+13,5399.203125,5663.418945
 ,0,11:42.0, ,36:00.0, ,0,0,0,0,0,484,28:12.0,,S18W02,21:46.0,17:28.0,14:16.9,09:07.5,hessi,HCME_A__20130517_02,105,145,A,29:00.0,1,1,67.92306519,1615.259644,-3.761305809,-1519.954346,0.020095715,S19W04, ,93.32433319,1.72E+21,90.3216629,1.88E+21,2.005745649,9291.348633,10:23.2,183.6459961,7.81E+21,7797.891602,100,Beta,8,S17W05,Cao,10,1747,30:00.0,1.817681789,4.462313652,0.048012458,0.150059909,6.15267849,1.812456131,,4.340222359,0.055739015,0.01387031,0.055739019,0.041868709,-1.545036197,188.9827423,0.001171611,-0.034599844,5.04E+17,0.043821901,1079486592,0,-0.980767906,4795.424805,3.952406883,26.1519413,4.853751183,#NAME?,35.2624321,#NAME?,,0.23469387,,1351.011963,1.126677871,112.7966614,2.74E+18,1.151558161,14979897344,0.23469387,0.23469387,159.6632996,-1.48E-06,-0.01856086,3.42E+17,0.017157936,821567168,10750,9772,0.005225711,0.122091137,0.034142148,0.1081912,3.095290661,2.728243113,0.03873755,1.503174424,0.496142983,0.198695615,#NAME?,4.723581314,2.53923893,134.5387421,0.088710248,11.09572506,Infinity,0.077138856,1003011392,0.450380117,67,6.407312393,1.822907448,4.584404945,0.340405703,0.082154602,0.258251101,2414254.5,14.9673357,-442.013031,6.43E+21,559.8247681,1.37904E+13,2577.160156,2601.95874
 ,268,51:42.0,54:27.4,16:00.0,CME,1136,735,159,1041,34,485,44:32.0,,S09W65,43:02.0,41:12.0,32:44.3,27:34.9,hessi,HCME_B__20130520_01,290,270,B,09:00.0,1,1,33.53850174,1898.52832,46.95925903,-1611.160889,0.292389244,S10W65,IV,242.8075562,5.02E+21,514.2734985,1.27E+22,70.10836792,41210.125,34:23.3,757.0810547,2.62E+22,58960.44531,80,Beta,6,S09W54,Dao,9,1750,30:00.0,71.11396027,114.8983688,5.075483799,12.14351654,176.5148468,67.75422669,,108.7606125,5.106134415,1.304633617,5.106134892,3.801501274,-1.901272893,129.8698425,-0.002316355,-0.128245115,6.95E+17,0.045304097,811971648,0,-0.963723123,38425.375,11.30158997,30.11177826,28.53630447,#NAME?,41.14137268,#NAME?,,6.727272987,,1532.139526,1.242908955,102.9309006,2.69E+18,1.367918491,25669836800,6.727272987,6.727272987,99.97557831,0.00051483,-0.074243434,5.64E+17,0.019600183,529828192,12271,21690,3.359737158,6.13775301,6.380117416,15.94501782,4.239199162,4.885921001,0.065311663,2.387933731,-0.689257264,-1.481190324,#NAME?,5.218774319,5.324749947,109.7543869,0.091594964,9.84209919,Infinity,0.079640739,1024415168,12.25995922,663,195.5098267,74.47369385,121.0361252,39.54413605,11.45560074,28.08853531,4167912.75,-74.33878326,-4115.770508,2.23E+22,1453.944336,2.60586E+13,45400.07813,46884.26563
 ,66,31:42.0,24:00.0,56:00.0,CME,520,147,81,328,90,486,28:08.0,,N05E73,17:42.0,17:40.0,02:16.9,57:07.5,hessi,HCME_A__20130520_01,35,75,A,49:00.0,1,1,36.60256577,2107.199219,13.5031147,-1270.528442,0.176251352,N04E68,IV,269.4243774,4.66E+21,346.9598694,8.63E+21,85.48165131,65803.52344,10:23.5,616.3842773,2.25E+22,27719.97852,0, ,0, , ,0,0, ,47.69130325,73.89258575,4.608246326,8.977303505,112.276825,42.72618485,,69.55064392,1.237087727,0.155127048,1.237087727,1.081960678,-1.862778187,94.01316071,0.002632539,-0.171572298,6.59E+17,0.031477991,602891904,3.651060862,-0.970617533,53144.36328,4.445898056,18.25593758,4.07652235,#NAME?,27.06658554,#NAME?,,12.4333334,,598.1384888,0.525361896,44.40459824,2.32E+18,0.584017694,6257018368,12.4333334,2.599999905,74.46373749,0.000225384,-0.294793785,5.44E+17,0.016882667,455153376,21431,21977,4.965119839,4.341943264,4.453119278,7.895342827,3.861549616,4.363045216,0.05727984,1.793467999,0.069016352,0.187688529,#NAME?,4.312847137,2.431978703,72.86898804,0.056453731,6.268733978,Infinity,0.046936978,574553664,22.73357964,597,130.8909454,52.65642166,78.23452759,25.93400955,9.061365128,16.87264633,2964987,83.02503204,-5411.047363,2.08E+22,992.7528687,1.9014E+13,27195.92969,28170.90625
 ,23,31:42.0,24:00.0,56:00.0,CME,367,265,33,333,40,487,14:00.0,C1.5, ,09:00.0,02:00.0,02:16.9,57:07.5,swpc,HCME_A__20130522_01,20,150,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,51:42.0, ,16:00.0, ,0,0,0,0,0,488,08:00.0,C1.9,N12W73,56:00.0,25:00.0,54:16.9,49:07.5,swpc,HCME_B__20130522_01,330,270,B,09:00.0,1,1,105.035408,1114.737427,25.70295906,-1756.965942,0.010132805,N12W60,IV,244.2643585,5.20E+21,381.3412781,5.53E+21,36.6460495,36546.29297,46:23.7,625.6056519,3.31E+22,16092.84863,120,Beta,5,N13W66,Cao,5,1745,30:00.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,39,31:42.0,54:00.0,56:00.0,CME,245,160,19,204,124,489,29:00.0,B8.1,S16W19,11:00.0,49:00.0,32:16.9,27:07.5,swpc,HCME_A__20130527_01,20,110,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,270,Beta,15,S20W13,Ehi,18,1756,30:00.0,,,,,,,,,,,,,,,,,,,,8.549065318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0, 5-Jun-2013 04:11:42.000, , 4-Jun-2013 16:36:00.000, ,0,0,0,0,0,490, 4-Jun-2013 16:02:44.000,,S30W43, 4-Jun-2013 15:46:38.000, 4-Jun-2013 15:43:32.000, 4-Jun-2013 16:14:16.875, 4-Jun-2013 15:09:07.500,hessi,HCME_B__20130605_01,330,200,B, 5-Jun-2013 05:29:00.000,1,1,50.06148529,1702.215454,2.955158234,-1961.450684,-0.043335859,S24W40, ,342.3346252,8.56E+21,339.6471558,7.24E+21,334.7174988,451779.75, 4-Jun-2013 15:46:24.700,681.9818115,3.04E+22,166309.3125,300,Beta-Gamma-Delta,10,S29W35,Dki,19,1762, 4-Jun-2013 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,101, 8-Jun-2013 01:31:42.000, 7-Jun-2013 22:54:00.004, 7-Jun-2013 13:56:00.000,CME,833,320,129,499,76,491, 7-Jun-2013 23:04:00.000,M5.9,S28W86, 7-Jun-2013 22:49:00.000, 7-Jun-2013 22:11:00.000, 7-Jun-2013 22:32:16.879, 7-Jun-2013 21:27:07.504,swpc,HCME_A__20130608_01,65,150,A, 8-Jun-2013 02:49:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,320,Beta,11,S28W73,Cko,13,1762, 7-Jun-2013 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,100,51:42.0,24:00.0,16:00.0,CME,431,189,61,277,54,492,51:08.0,,S22E56,47:38.0,46:48.0,02:16.9,57:07.5,hessi,HCME_A__20130615_01,75,130,A,09:00.0,1,1,70.21642304,2273.062744,-9.635448456,-1631.612427,-0.101624317,S18E57, ,610.098938,1.15E+22,338.9694214,7.30E+21,74.4447403,76269.39844,46:25.3,949.0683594,4.10E+22,98337.9375,10,Beta,5,S20E55,Bxo,5,1772,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,120,31:42.0,24:00.0,56:00.0,CME,462,181,77,258,34,493,44:12.0,,S18E89,32:02.0,28:44.0,02:16.9,57:07.5,hessi,HCME_A__20130619_01,75,150,A,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0,31:42.0, ,56:00.0, ,0,0,0,0,0,494,36:12.0,,S26E09,33:10.0,33:00.0,34:16.9,29:07.5,hessi,HCME_A__20130621_01,115,150,A,49:00.0,1,1,56.04138565,1595.346313,-10.1513691,-1876.342651,-0.20247899,S27E07, ,341.571167,8.26E+21,204.0929718,3.76E+21,81.1014328,29376.7168,34:25.5,545.6641235,2.22E+22,49530.98828,360,Beta-Delta,6,S26E20,Dkc,13,1775,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,118,11:42.0,24:00.0,36:00.0,CME,735,462,93,625,42,495,32:00.0,B4.3,S14W23,29:00.0,47:00.0,02:16.9,57:07.5,swpc,HCME_A__20130628_01,40,150,A,29:00.0,1,1,42.87855148,820.5692749,-12.06587505,-2039.340332,-0.313745528,S16W18, ,129.7389832,3.66E+21,66.36100006,9.16E+20,1.024099469,9395,10:25.7,196.0999756,8.73E+21,1381.717163,130,Alpha,2,S14W11,Hsx,3,1777,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,191,51:42.0,24:18.6,16:00.0,CME,961,595,78,781,164,496,27:56.0,,S21W25,22:22.0,19:52.0,02:35.5,57:26.1,hessi,HCME_B__20130628_01,290,200,B,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,130,Alpha,2,S14W11,Hsx,3,1777,30:00.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,278,31:42.0,54:18.7,56:00.0,CME,357,166,60,231,78,497,21:12.0,,N22W19,18:34.0,15:20.0,32:35.5,27:26.2,hessi,HCME_B__20130630_02,320,270,B,49:00.0,1,1,53.92611694,1254.669067,-5.296427727,-1521.519165,-0.04312329,N21W20, ,84.4957428,1.99E+21,89.68231201,1.69E+21,17.60293007,8267.254883,10:25.9,174.1780396,6.82E+21,8658.045898,40,Beta-Gamma,6,N22W18,Dai,10,1781,30:00.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,99, 6-Jul-2013 12:47:42.000, 6-Jul-2013 01:54:00.005, 6-Jul-2013 01:12:00.000,CME,520,260,75,328,60,498, 6-Jul-2013 01:50:00.000,C2.3,S08E26, 6-Jul-2013 01:17:00.000, 6-Jul-2013 00:41:00.000, 6-Jul-2013 01:32:16.880, 6-Jul-2013 00:27:07.505,swpc,HCME_A__20130706_01,70,135,A, 6-Jul-2013 14:05:00.000,1,1,74.70448303,2343.572266,-2.59505868,-1621.338501,0.003064068,S12E30, ,940.6838989,1.84E+22,829.7932739,1.86E+22,252.4029388,114181.0156, 6-Jul-2013 01:22:25.800,1770.477173,6.33E+22,155861.0469,720,Beta-Gamma-Delta,15,S11E24,Ekc,42,1785, 6-Jul-2013 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,58, 9-Jul-2013 18:11:42.000, 9-Jul-2013 15:24:00.006, 9-Jul-2013 06:36:00.000,CME,694,231,118,357,118,499, 9-Jul-2013 15:56:00.000,B7.6, , 9-Jul-2013 15:24:00.000, 9-Jul-2013 14:03:00.000, 9-Jul-2013 15:02:16.881, 9-Jul-2013 13:57:07.506,swpc,HCME_A__20130709_01,25,110,A, 9-Jul-2013 19:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,288, 9-Jul-2013 19:31:42.000, 9-Jul-2013 13:54:19.376, 9-Jul-2013 07:56:00.000,CME,446,271,40,357,126,500, 9-Jul-2013 13:36:00.000,C2.3,S12W21, 9-Jul-2013 13:32:00.000, 9-Jul-2013 13:25:00.000, 9-Jul-2013 13:32:36.251, 9-Jul-2013 12:27:26.876,swpc,HCME_B__20130709_01,335,205,B, 9-Jul-2013 20:49:00.000,1,1,87.81760407,1755.287476,11.60802555,-1541.924072,0.109729312,S12W14, ,704.7824707,1.21E+22,917.8399048,1.84E+22,230.4714508,70852.35938, 9-Jul-2013 13:22:25.800,1622.622437,5.79E+22,131819.9688,570,Beta-Gamma-Delta,14,S09W16,Ekc,59,1785, 9-Jul-2013 00:30:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,239,51:42.0,24:19.7,16:00.0,CME,892,694,73,735,20,501,55:00.0,C3.5,S17W72,33:00.0,16:00.0,02:36.6,57:27.2,swpc,HCME_B__20130712_01,255,230,B,09:00.0,1,1,104.7248993,1518.821777,16.22135925,-1473.591553,0.201487377,S13W53, ,492.1059875,7.91E+21,1415.260376,2.36E+22,98.66532898,92067.66406,34:25.7,1907.366577,7.80E+22,43473.03125,240,Beta-Gamma,11,S13W57,Eai,39,1785,30:00.0,,,,,,,,,,,,,,,,,,,,5.292911129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,224,31:42.0,54:20.2,56:00.0,CME,781,231,176,595,86,502,58:36.0,,S15E04,57:42.0,57:20.0,32:37.1,27:27.7,hessi,HCME_B__20130716_01,285,210,B,49:00.0,1,1,33.40725327,1396.998291,23.35766792,-1681.973267,0.000693581,S15E05, ,114.2507019,2.50E+21,140.3496704,2.50E+21,26.88203239,19334.83594,58:25.7,254.6003876,9.75E+21,33927.89453,110,Beta-Gamma-Delta,7,S14E04,Dso,13,1791,30:00.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IV,64,31:42.0,24:00.0,56:00.0,CME,416,198,64,328,150,503,58:36.0,,S15E04,57:42.0,57:20.0,02:16.9,57:07.5,hessi,HCME_A__20130716_01,15,150,A,49:00.0,1,1,33.40725327,1396.998291,23.35766792,-1681.973267,0.000693581,S15E05, ,114.2507019,2.50E+21,140.3496704,2.50E+21,26.88203239,19334.83594,58:25.7,254.6003876,9.75E+21,33927.89453,110,Beta-Gamma-Delta,7,S14E04,Dso,13,1791,30:00.0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,292,47:42.0,54:20.6,12:00.0,CME,961,312,222,454,106,504,58:00.0,C2.3,S10E67,23:00.0,56:00.0,32:37.4,27:28.1,swpc,HCME_B__20130719_01,335,205,B,05:00.0,1,1,47.85739899,1958.029541,-3.546981096,-978.8242188,0.037827861,S10E68,IV,70.38023377,1.16E+21,59.69505692,1.46E+21,26.91805458,17531.64648,46:25.5,130.0753021,7.74E+21,32251.45898,30,Alpha,0,S10E63,Hax,1,1800,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,1.771309975,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,
 ,101,51:42.0,54:00.0,16:00.0,CME,694,271,114,520,76,505,32:00.0,C1.5,S16E86,28:00.0,18:00.0,32:16.9,27:07.5,swpc,HCME_A__20130727_01,90,150,A,09:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,310, 6-Aug-2013 06:11:42.000, 6-Aug-2013 02:24:24.327, 5-Aug-2013 18:36:00.000,CME,624,416,51,543,82,506, 6-Aug-2013 02:04:00.000,B4.5, , 6-Aug-2013 01:52:00.000, 6-Aug-2013 01:42:00.000, 6-Aug-2013 02:02:41.202, 6-Aug-2013 00:57:31.827,swpc,HCME_B__20130806_01,335,260,B, 6-Aug-2013 07:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,102, 8-Aug-2013 00:11:42.000, 7-Aug-2013 18:54:00.007, 7-Aug-2013 12:36:00.000,CME,595,304,75,480,74,507, 7-Aug-2013 17:50:56.000,B6.3,S30W13, 7-Aug-2013 17:49:10.000, 7-Aug-2013 17:47:08.000, 7-Aug-2013 18:32:16.882, 7-Aug-2013 17:27:07.507,hessi,HCME_A__20130808_01,85,150,A, 8-Aug-2013 01:29:00.000,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,50,Beta,4,S26W06,Cao,8,1810, 7-Aug-2013 00:30:00.000,108.0884705,187.2029266,10.82643223,23.35080338,278.5189209,99.40003967,,179.1188812,4.963796616,3.430633545,4.963796616,1.533163071,-1.307650089,148.6741486,0.008468211,0.31908527,4.91E+17,0.037292108,940190272,0,-0.96917969,5404.905762,3.626889229,22.83864975,2.480450153,#NAME?,36.47114945,#NAME?,,1.137930989,,809.7973633,1.02381289,69.51988983,2.40E+18,1.02381289,9232553984,1.137930989,1.137930989,122.3665771,0.000699213,0.337374926,3.97E+17,0.019121723,734712512,7140,8183,8.688430786,8.084047318,7.395798683,21.81764031,2.814457417,0,0.041877236,1.586645722,2.864985943,0.161096141,#NAME?,4.647335052,2.002396584,107.4734344,0.067303337,9.442744255,Infinity,0.056662451,830888576,2.13793087,220,312.0638733,116.7769012,195.286972,63.39067459,18.22223091,45.16844177,1810553.75,103.1258698,3885.820313,5.98E+21,454.14328,1.14496E+13,3675.395752,4590.575684
 ,238, 8-Aug-2013 02:47:42.000, 7-Aug-2013 20:54:24.768, 7-Aug-2013 15:12:00.000,CME,446,271,46,337,90,508, 7-Aug-2013 19:59:24.000,B6.3*,S27W16, 7-Aug-2013 19:57:22.000, 7-Aug-2013 19:57:12.000, 7-Aug-2013 20:32:41.643, 7-Aug-2013 19:27:32.268,hessi,HCME_B__20130808_01,275,215,B, 8-Aug-2013 04:05:00.000,1,1,23.92330933,1435.537842,38.12881088,-834.324585,0.259612918,S26W18, ,20.81847572,3.01E+20,90.85263062,1.62E+21,34.116745,5374, 7-Aug-2013 19:58:24.400,111.6711044,5.09E+21,4763.47168,50,Beta,4,S26W06,Cao,8,1810, 7-Aug-2013 00:30:00.000,53.99432373,101.3865662,3.469506025,6.893007755,147.2641602,50.04626846,,97.21789551,0.793634892,0.001886845,0.793634892,0.791748047,-1.167472243,138.9824982,0.005063342,-0.190569803,4.32E+17,0.035671752,1126463232,0,-0.952589989,4868.308105,4.280917645,25.61864853,1.669813633,#NAME?,39.10703278,#NAME?,,1.134146333,,884.3088379,0.981231213,70.55604553,2.42E+18,0.981231213,9370158080,1.51724124,1.51724124,114.2844925,0.000554109,-0.209632263,3.25E+17,0.017635258,868402176,7261,8029,3.948054075,4.168670654,3.47139287,7.684755802,3.182156801,0,0.046979766,1.68153429,2.427531719,0.071341917,#NAME?,4.921783447,1.713227749,100.5789413,0.066375434,11.28149128,Infinity,0.056202993,988100288,2.651387691,212,163.4976196,57.942379,105.5552368,21.5186615,6.940898895,14.57776356,1998846.375,72.82098389,-2740.774902,6.21E+21,513.0311279,1.62008E+13,4107.37207,4504.605469
 ,238,31:42.0, 9-Aug-2013 21:24:25.302, 9-Aug-2013 15:56:00.000,CME,543,320,63,439,46,509, 9-Aug-2013 20:43:00.000,C2.0, , 9-Aug-2013 20:28:00.000, 9-Aug-2013 20:13:00.000, 9-Aug-2013 21:02:42.177, 9-Aug-2013 19:57:32.802,swpc,HCME_B__20130810_01,255,225,B,49:00.0,1,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0,0,0,0, ,0, , ,0,0, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,114,51:42.0,54:00.0,16:00.0,CME,328,219,26,245,50,510,54:52.0,,S23E15,52:02.0,51:04.0,32:16.9,27:07.5,hessi,HCME_A__20130813_01,110,150,A,09:00.0,1,1,33.84846497,1631.384277,-14.27725983,-1465.621338,-0.020947445,S23E15, ,209.6742554,4.39E+21,186.7268524,4.10E+21,45.14236832,38337.79688,46:24.1,396.4010925,1.37E+22,57483.42188,50,Beta,7,S22E22,Dao,12,1817,30:00.0,0,0,0,0,0,0,,0,0,0,0,0,-1.653134584,161.3464203,0.000521385,-0.216476113,6.37E+17,0.044698395,1004043712,1.257351791,-0.863788426,0,1.782474995,6.473517418,3.35733366,#NAME?,12.23619652,#NAME?,,0,,638.6069336,0.406827986,57.487957,1.50E+18,0.406827986,7634658304,0,0,145.9702759,-0.001163018,-0.317719966,5.88E+17,0.029331233,776327488,0,879,0,0,0,0,0,0,0.136370718,1.096001506,0.875987589,0.337591797,#NAME?,2.777277946,2.251080513,98.59762573,0.067329966,10.30949593,,0.050320473,930334144,0,0,0,0,0,0,0,0,92290.15625,0.298232347,-123.8243332,3.64E+20,25.567482,5.74313E+11,0,0
